O,H,L,C,V,T,BV
0.00182814,0.00182869,0.00182814,0.00182869,8.05914805,2018-06-04T22:50:00,0.01473376
0.00181658,0.00182976,0.00181658,0.00182976,4.63852578,2018-06-04T22:52:00,0.00843942
0.00183065,0.00183065,0.00183065,0.00183065,5.46254062,2018-06-04T23:12:00,0.00999999
0.00181991,0.00181991,0.00181991,0.00181991,10,2018-06-04T23:22:00,0.0181991
0.00181825,0.00181825,0.00181825,0.00181825,4.39149544,2018-06-04T23:28:00,0.00798483
0.00181825,0.00181825,0.00181825,0.00181825,29.658,2018-06-04T23:29:00,0.05392565
0.00182526,0.00182526,0.00182526,0.00182526,4.9527321,2018-06-04T23:34:00,0.00904002
0.00181825,0.00181825,0.0018143,0.0018143,80,2018-06-04T23:36:00,0.14516749
0.0018143,0.0018143,0.00181162,0.00181162,53,2018-06-04T23:39:00,0.09604973
0.00181161,0.00181161,0.00180678,0.00180678,120,2018-06-04T23:41:00,0.2170898
0.00180789,0.00180789,0.00180676,0.00180676,40,2018-06-04T23:42:00,0.07229444
0.00180676,0.00180676,0.00180673,0.00180673,150,2018-06-04T23:43:00,0.27100965
0.001815,0.001815,0.001815,0.001815,0.5,2018-06-04T23:45:00,0.0009075
0.00180673,0.00180673,0.0018023,0.0018023,123,2018-06-04T23:50:00,0.22173464
0.00182257,0.00182257,0.00182257,0.00182257,64.51295782,2018-06-04T23:58:00,0.11757934
0.00181545,0.00181545,0.00181545,0.00181545,0.55474433,2018-06-04T23:59:00,0.00100711
0.00182275,0.00182395,0.00182275,0.00182395,18.6386474,2018-06-05T00:14:00,0.03398277
0.00182658,0.00182658,0.00182658,0.00182658,5.47453247,2018-06-05T00:22:00,0.00999967
0.00182592,0.00182648,0.00182592,0.00182648,109.26338524,2018-06-05T00:32:00,0.19955234
0.00181545,0.00181545,0.00181545,0.00181545,1.66250967,2018-06-05T00:33:00,0.0030182
0.00181545,0.00181545,0.00180908,0.00180908,17.988,2018-06-05T00:37:00,0.03255667
0.00180618,0.00180618,0.00180618,0.00180618,2.47206522,2018-06-05T00:49:00,0.00446499
0.00182068,0.00182068,0.00182068,0.00182068,5.49245336,2018-06-05T00:56:00,0.00999999
0.00181955,0.00181955,0.00180251,0.00180251,41.36362238,2018-06-05T00:57:00,0.07456526
0.00180251,0.00180251,0.00180251,0.00180251,2.13087856,2018-06-05T01:03:00,0.00384092
0.00180611,0.00180611,0.00180611,0.00180611,3,2018-06-05T01:08:00,0.00541832
0.00180741,0.00180755,0.0018074,0.00180755,96.33627067,2018-06-05T01:09:00,0.17412304
0.00180769,0.00180769,0.00180769,0.00180769,4,2018-06-05T01:21:00,0.00723076
0.00180778,0.00180778,0.00180778,0.00180778,0.4,2018-06-05T01:22:00,0.00072311
0.00180782,0.00180782,0.00180782,0.00180782,230.78767283,2018-06-05T01:31:00,0.41722255
0.0018109,0.00181091,0.00180328,0.00181091,505.3511825,2018-06-05T01:33:00,0.91228209
0.00181101,0.00181101,0.00181101,0.00181101,20.18893197,2018-06-05T01:34:00,0.03656235
0.00182237,0.00182447,0.00182237,0.00182447,5.48735986,2018-06-05T01:35:00,0.01000059
0.00181101,0.00181101,0.00181101,0.00181101,23.8993,2018-06-05T01:37:00,0.04328187
0.00181101,0.00181101,0.00181101,0.00181101,24.44022268,2018-06-05T01:40:00,0.04426148
0.00181141,0.00181141,0.00181102,0.00181102,16,2018-06-05T02:00:00,0.02897673
0.00181105,0.00181105,0.00181102,0.00181102,18,2018-06-05T02:02:00,0.03259875
0.00181102,0.00181966,0.00181102,0.00181966,8.3616869,2018-06-05T02:07:00,0.01519065
0.00181102,0.00181102,0.00181102,0.00181102,2,2018-06-05T02:13:00,0.00362204
0.00181102,0.00181102,0.00181102,0.00181102,6.62,2018-06-05T02:18:00,0.01198894
0.00181102,0.00181102,0.00181102,0.00181102,11.08194488,2018-06-05T02:19:00,0.02006961
0.00181102,0.00181102,0.001811,0.001811,21.23673667,2018-06-05T02:20:00,0.03846004
0.00181046,0.00181046,0.00181046,0.00181046,5.52181115,2018-06-05T02:21:00,0.00999701
0.00180251,0.00180251,0.00180251,0.00180251,10.34475873,2018-06-05T02:29:00,0.01864653
0.00180251,0.00180691,0.00180043,0.00180691,30.245845,2018-06-05T02:30:00,0.05449703
0.00180043,0.00180043,0.00180043,0.00180043,56.36120728,2018-06-05T02:31:00,0.1014744
0.00180043,0.00180043,0.00180042,0.00180042,1.2587423,2018-06-05T02:32:00,0.00226627
0.00180042,0.00180042,0.00180042,0.00180042,33.62245141,2018-06-05T02:33:00,0.06053452
0.00180042,0.00180042,0.00180042,0.00180042,11.10851912,2018-06-05T02:34:00,0.01999999
0.00179391,0.00179391,0.00179391,0.00179391,65.38485782,2018-06-05T02:39:00,0.11729455
0.00179392,0.00179392,0.00179392,0.00179392,5.49544153,2018-06-05T02:40:00,0.00985838
0.00179391,0.00179391,0.00179391,0.00179391,1.35135135,2018-06-05T02:46:00,0.0024242
0.00179391,0.00179391,0.00179391,0.00179391,63.13595766,2018-06-05T02:47:00,0.11326022
0.00179391,0.00179391,0.00178579,0.00178654,217.38568007,2018-06-05T02:48:00,0.38907062
0.00178655,0.00178655,0.00178655,0.00178655,260.67954355,2018-06-05T02:53:00,0.46571703
0.00179294,0.00179294,0.00179294,0.00179294,7.92949408,2018-06-05T02:56:00,0.0142171
0.00179294,0.00179294,0.00179294,0.00179294,7.8,2018-06-05T02:57:00,0.01398493
0.00178655,0.00178655,0.00178655,0.00178655,13.62687437,2018-06-05T03:00:00,0.02434509
0.00178655,0.00179736,0.00178549,0.00178549,244.64433535,2018-06-05T03:01:00,0.43690904
0.00178575,0.00178575,0.00178422,0.00178422,132.8359872,2018-06-05T03:02:00,0.23714002
0.00178422,0.00179518,0.00178182,0.00179488,100.29066026,2018-06-05T03:03:00,0.17899938
0.00178182,0.00178182,0.00178182,0.00178182,48.1615921,2018-06-05T03:04:00,0.08581527
0.00178016,0.00178016,0.00178001,0.00178001,29.19780033,2018-06-05T03:05:00,0.05197296
0.00178001,0.00178009,0.00178,0.00178,727.95919965,2018-06-05T03:06:00,1.29581262
0.00178,0.00178,0.00178,0.00178,11.03197692,2018-06-05T03:07:00,0.01963691
0.00178,0.00178,0.00177892,0.00177892,101.16993334,2018-06-05T03:08:00,0.18006545
0.00177892,0.00179199,0.00177892,0.00179199,53.8310159,2018-06-05T03:09:00,0.09614543
0.00177892,0.00177892,0.00177892,0.00177892,9.93769066,2018-06-05T03:10:00,0.01767834
0.00177892,0.00178781,0.00177892,0.00178781,10.56919872,2018-06-05T03:11:00,0.01885146
0.00178999,0.00178999,0.00178999,0.00178999,11.17318434,2018-06-05T03:14:00,0.01999988
0.00179,0.00179,0.00179,0.00179,2,2018-06-05T03:17:00,0.00358
0.00179,0.00179,0.00179,0.00179,11.17318434,2018-06-05T03:19:00,0.01999998
0.00179,0.00179,0.00179,0.00179,2.53358049,2018-06-05T03:20:00,0.0045351
0.00177966,0.00179,0.00177966,0.00179,22.29953766,2018-06-05T03:25:00,0.03970865
0.00179,0.00179,0.00179,0.00179,5.58659217,2018-06-05T03:27:00,0.00999999
0.00178,0.00178,0.00178,0.00178,5.087547,2018-06-05T03:28:00,0.00905582
0.00178887,0.00178887,0.00178887,0.00178887,2,2018-06-05T04:02:00,0.00357774
0.00179158,0.001792,0.00177892,0.001792,1273.70757655,2018-06-05T04:06:00,2.26613631
0.00179078,0.00179078,0.00179078,0.00179078,6.75446985,2018-06-05T04:12:00,0.01209576
0.0017913,0.0017913,0.0017913,0.0017913,26.1905533,2018-06-05T04:16:00,0.04691513
